City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,monduli,-3.3,36.45,292.12,81,97,0.85,TZ,1732482972
294,bilokurakyne,49.5341,38.7307,272.6,71,97,6.19,UA,1732482973
295,awjilah,29.1081,21.2869,290.76,42,100,5.3,LY,1732482974
296,zapata,26.9073,-99.2714,303.16,32,6,7.34,US,1732482885
297,lebu,-37.6167,-73.65,288.71,69,0,3.22,CL,1732482977
298,pacocha,-17.5833,-71.3333,292.61,85,100,2.74,PE,1732482978
299,halifax,44.6453,-63.5724,279.24,84,100,8.75,CA,1732482776
300,taoudenni,22.6783,-3.9836,297.41,16,36,4.95,ML,1732482980
301,mulgund,15.25,75.5333,292.39,55,100,3.41,IN,1732482981
302,simpang,-1.2667,104.0833,296.84,99,100,0.15,ID,1732482982
303,prokop'yevsk,53.9059,86.719,261.65,99,100,1.43,RU,1732482983
304,rio gallegos,-51.6226,-69.2181,285.25,45,100,3.74,AR,1732482449
305,taroa,8.7058,171.2275,301.23,79,68,6.47,MH,1732482985
306,lensk,60.7253,114.9278,244.56,100,76,1.4,RU,1732482987
307,tanout,14.9709,8.8879,296.01,18,9,4.93,NE,1732482939
308,jalai nur,49.45,117.7,262.39,85,100,6.18,CN,1732482989
309,palmer,42.1584,-72.3287,279.57,56,75,9.26,US,1732482990
310,kholmsk,47.0511,142.0569,273.02,69,97,4.88,RU,1732482991
311,huarmey,-10.0681,-78.1522,294.3,76,98,4.16,PE,1732482992
312,bubaque,11.2833,-15.8333,301.6,70,16,5.58,GW,1732482993
313,kapa'a,22.0752,-159.319,300.38,70,0,2.06,US,1732482994
314,bardai,11.65,7.2333,292.93,22,6,4.02,NG,1732482995
315,rawson,-43.3002,-65.1023,290.31,51,0,6.69,AR,1732482996
316,mota del cuervo,39.5101,-2.8738,286.3,71,92,9.49,ES,1732482998
317,flin flon,54.7682,-101.865,260.06,78,100,6.17,CA,1732482999
318,hadibu,12.65,54.0333,298.45,74,20,3.74,YE,1732483000
319,turpan,42.9333,89.1667,274.62,40,99,1.28,CN,1732483001
320,aykhal,66.0,111.5,242.01,98,10,3.87,RU,1732483002
321,geraldton,-28.7667,114.6,293.38,83,100,10.05,AU,1732483003
322,pacific grove,36.6177,-121.9166,288.28,83,0,3.09,US,1732483004
323,yarkovo,57.4028,67.0786,270.67,72,20,4.36,RU,1732483005
324,trang,7.5,99.5,297.29,96,100,2.7,TH,1732483006
325,elista,46.3078,44.2558,279.44,100,100,5.0,RU,1732483008
326,wilhelmsburg,48.1057,15.6054,274.89,99,74,1.24,AT,1732483009
327,san felipe,10.3399,-68.7425,298.65,91,73,1.41,VE,1732483010
328,vadso,70.0744,29.7487,271.24,80,0,4.63,NO,1732483011
329,preobrazheniye,42.9019,133.9064,272.64,36,29,1.97,RU,1732483012
330,tara,56.8944,74.371,267.92,87,85,2.31,RU,1732483013
331,logan,41.7355,-111.8344,277.46,59,100,4.63,US,1732483014
332,turmalina,-17.2856,-42.73,292.59,84,98,1.68,BR,1732483016
333,burley,42.5357,-113.7928,279.13,49,0,4.63,US,1732483017
334,wysokie mazowieckie,52.9166,22.5171,274.5,92,100,5.77,PL,1732483018
335,radzyn podlaski,51.7833,22.6167,274.87,93,100,4.46,PL,1732483019
336,qeshm,26.9581,56.2719,299.18,65,4,3.0,IR,1732483021
337,nyurba,63.2842,118.3319,241.18,99,58,1.43,RU,1732483022
338,marsabit,2.3284,37.9899,293.72,69,13,3.42,KE,1732483023
339,flores,16.9226,-89.8994,300.3,50,7,1.31,GT,1732483024
340,huanta,-12.9333,-74.25,292.37,49,86,3.54,PE,1732483026
341,vernon,50.2581,-119.2691,277.71,80,100,0.89,CA,1732483027
342,talcahuano,-36.7167,-73.1167,291.97,59,20,5.14,CL,1732483028
343,ares,-6.1944,-35.1603,298.31,75,14,4.69,BR,1732483030
344,wahpeton,46.2652,-96.6059,273.16,100,100,4.12,US,1732483031
345,barabai,-2.5833,115.3833,296.43,99,98,0.63,ID,1732483032
346,antofagasta,-23.65,-70.4,291.75,83,100,4.33,CL,1732482625
347,saurimo,-9.6608,20.3916,291.32,97,95,1.23,AO,1732482987
348,mejit,10.2753,170.8646,301.11,82,87,7.67,MH,1732483037
349,brisas de zicatela,15.8369,-97.0419,301.44,78,20,2.06,MX,1732483038
350,mikhnevo,55.1272,37.9522,268.12,95,7,1.95,RU,1732483039
351,coquimbo,-29.9533,-71.3436,291.47,64,0,7.2,CL,1732483040
352,mutum biyu,8.6333,10.7667,297.47,24,53,2.67,NG,1732483041
353,omdurman,15.6445,32.4777,298.38,16,0,7.8,SD,1732483043
354,weno,7.4515,151.8468,302.12,84,75,3.6,FM,1732483044
355,toliara,-23.35,43.6667,297.29,79,14,2.99,MG,1732483045
356,ingeniero guillermo n. juarez,-23.9,-61.85,313.43,23,4,7.47,AR,1732483046
357,goz beida,13.95,20.55,295.14,21,6,4.36,TD,1732483047
358,maymana,35.9214,64.7836,284.84,50,4,1.72,AF,1732483048
359,caleta de carquin,-11.0925,-77.6267,294.44,75,56,4.67,PE,1732483049
360,pokaran,26.9167,71.9167,293.63,36,0,2.44,IN,1732483050
361,dali,25.7,100.1833,280.38,88,6,1.66,CN,1732483051
362,nabire,-3.3667,135.4833,297.78,91,93,1.21,ID,1732483054
363,lexington,37.9887,-84.4777,287.72,47,0,4.63,US,1732482780
364,kingston,17.997,-76.7936,300.68,69,75,4.63,JM,1732483056
365,atafu village,-8.5421,-172.5159,301.72,72,16,6.4,TK,1732483057
366,chibougamau,49.9168,-74.3659,268.94,100,100,5.66,CA,1732483039
367,severo-yeniseyskiy,60.3725,93.0408,255.65,97,95,1.66,RU,1732483059
368,al jawf,29.5,38.75,287.67,73,0,5.08,SA,1732483060
369,menzel bourguiba,37.1537,9.7859,287.11,82,0,2.06,TN,1732483062
370,ribeira brava,32.65,-17.0667,292.89,81,9,4.18,PT,1732483063
371,villa regina,-39.1,-67.0667,303.14,14,0,2.24,AR,1732483064
372,montepuez,-13.1256,38.9997,296.97,72,70,2.02,MZ,1732483065
373,port macquarie,-31.4333,152.9167,295.97,72,100,3.13,AU,1732483066
374,porto cristo,39.5395,3.333,291.55,74,4,5.94,ES,1732483067
375,carauari,-4.8828,-66.8958,303.12,65,98,1.93,BR,1732483068
376,kruisfontein,-34.0033,24.7314,292.25,99,24,1.42,ZA,1732483069
377,nar'yan-mar,67.6713,53.087,268.96,90,88,10.86,RU,1732483070
378,tralee,52.2704,-9.7026,281.54,77,67,8.02,IE,1732483071
379,puerto bolivar,-3.2667,-79.9833,300.15,69,75,4.12,EC,1732483073
380,kununurra,-15.7667,128.7333,300.14,94,100,2.06,AU,1732483074
381,susuman,62.7833,148.1667,236.5,97,78,0.24,RU,1732483075
382,qarauyl,48.9451,79.255,263.54,96,70,2.44,KZ,1732483076
383,natal,-5.795,-35.2094,300.27,78,20,5.66,BR,1732483030
384,araxa,-19.5933,-46.9406,298.13,57,0,1.54,BR,1732483078
385,tongliao,43.6125,122.2653,275.79,90,100,4.71,CN,1732483079
386,novodvinsk,64.4165,40.8122,273.01,83,100,4.34,RU,1732483080
387,cabo san lucas,22.8909,-109.9124,303.32,39,0,8.23,MX,1732483081
388,grand falls-windsor,48.9332,-55.6649,280.1,95,100,0.45,CA,1732483083
389,verkhnevilyuysk,63.4453,120.3167,250.02,89,100,2.11,RU,1732483084
390,camocim,-2.9022,-40.8411,299.89,77,40,7.94,BR,1732482941
391,chepo,9.1667,-79.1,300.1,86,99,1.6,PA,1732483086
392,nemuro,43.3236,145.575,276.68,75,77,9.31,JP,1732483087
393,cidreira,-30.1811,-50.2056,294.37,77,0,11.73,BR,1732483088
394,iquique,-20.2208,-70.1431,292.86,74,100,2.21,CL,1732483063
395,babu,24.4167,111.5167,291.39,78,100,0.04,CN,1732483090
396,comodoro rivadavia,-45.8667,-67.5,290.22,40,100,2.68,AR,1732482848
397,copala,16.65,-98.9833,300.35,72,31,3.96,MX,1732483092
398,antalaha,-14.9003,50.2788,296.8,91,27,1.6,MG,1732483094
399,palikir - national government center,6.9248,158.1611,301.56,79,75,2.06,FM,1732482934
400,san julian,21.0167,-102.1667,298.37,18,0,2.88,MX,1732483096
401,keflavik,64.0049,-22.5624,271.39,59,75,10.29,IS,1732483097
402,al ain city,24.1917,55.7606,294.94,78,0,2.57,AE,1732483098
403,grande prairie,55.1667,-118.8027,256.25,71,75,1.03,CA,1732483089
404,enid,36.3956,-97.8784,296.72,36,0,7.72,US,1732482987
405,raja,8.4596,25.678,296.56,21,9,1.82,SS,1732483101
406,kamaishi,39.2667,141.8833,275.54,74,5,2.31,JP,1732483102
407,kismayo,-0.3582,42.5454,300.34,81,85,4.28,SO,1732483104
408,rio viejo,8.5874,-73.839,302.8,75,62,1.05,CO,1732483105
409,enewetak,11.3474,162.3373,301.36,80,39,9.04,MH,1732483106
410,soller,39.7662,2.7152,287.89,87,5,0.45,ES,1732483107
411,new norfolk,-42.7826,147.0587,286.32,77,100,0.99,AU,1732483108
412,as sulayyil,20.4607,45.5779,293.29,33,0,3.37,SA,1732483109
413,melfort,52.8667,-104.6177,260.22,85,100,6.69,CA,1732483110
414,amga,60.8953,131.9608,245.29,100,100,0.23,RU,1732483111
415,novoagansk,61.9449,76.6625,271.81,75,99,6.76,RU,1732483112
416,portland,45.5234,-122.6762,280.63,94,100,5.14,US,1732483025
417,ksar chellala,35.2122,2.3189,285.19,56,0,5.73,DZ,1732483115
418,kura,11.7697,8.4303,293.94,20,13,3.66,NG,1732483116
419,praia da vitoria,38.7333,-27.0667,288.29,77,20,3.71,PT,1732483117
420,korla,41.7597,86.1469,273.18,59,0,2.27,CN,1732483118
421,egilsstadir,65.2653,-14.3948,271.1,74,100,11.32,IS,1732483089
422,ha tinh,18.3333,105.9,293.38,92,75,2.03,VN,1732483120
423,leua,48.2156,18.6071,273.65,82,100,2.52,SK,1732483121
424,cestos city,5.46,-9.5828,299.92,85,98,3.06,LR,1732483122
425,at taj,24.2049,23.2857,288.51,61,0,6.33,LY,1732483124
426,muncar,-8.4333,114.3333,300.83,72,89,1.45,ID,1732483125
427,maceio,-9.6658,-35.7353,299.84,83,0,5.66,BR,1732482928
428,kiunga,-6.1219,141.2906,296.76,99,100,0.19,PG,1732483127
429,diebougou,10.9667,-3.25,298.86,21,5,2.62,BF,1732483128
430,lorengau,-2.0226,147.2712,300.89,80,100,0.37,PG,1732483129
431,antsiranana,-12.2787,49.2917,298.56,85,8,4.28,MG,1732483130
432,trinidad,-14.8333,-64.9,305.14,58,40,3.09,BO,1732482662
433,seeb,23.6703,58.1891,296.2,64,0,1.03,OM,1732483132
434,boa vista,2.8197,-60.6733,305.14,55,75,3.6,BR,1732483134
435,iquitos,-3.7481,-73.2472,298.17,94,75,0.51,PE,1732483135
436,tarakan,3.3,117.6333,298.87,94,75,1.03,ID,1732483136
437,castillos,-34.1667,-53.8333,295.63,71,0,5.77,UY,1732483137
438,gamba,-2.65,10.0,297.73,89,100,1.06,GA,1732483138
439,panaba,21.2833,-88.2667,297.19,66,90,3.65,MX,1732483139
440,trevelin,-43.0858,-71.4639,285.78,66,11,3.74,AR,1732483140
441,gumrak,48.7826,44.3824,277.1,93,100,3.0,RU,1732483141
442,bethlehem,-1.4558,-48.5044,302.17,70,40,5.66,BR,1732482879
443,acarau,-2.8856,-40.12,299.79,73,74,8.13,BR,1732483144
444,mildura,-34.2,142.15,292.08,95,100,1.8,AU,1732483145
445,malvan,16.0667,73.4667,296.39,54,92,2.63,IN,1732483146
446,takanabe,32.1333,131.5,279.09,70,100,1.98,JP,1732483147
447,bembereke,10.2283,2.6634,295.1,23,17,1.71,BJ,1732483148
448,queenstown,-31.8976,26.8753,292.13,90,0,0.71,ZA,1732483149
449,sigli,5.3848,95.9609,298.68,83,100,1.29,ID,1732483150
450,colonia menno,-22.3667,-59.8167,309.19,39,17,8.81,PY,1732483152
451,yangambi,0.8102,24.4336,294.58,95,100,1.05,CD,1732483153
452,reggane,26.7158,0.1714,293.85,22,0,5.5,DZ,1732483154
453,salida,37.7058,-121.0849,290.39,57,0,2.57,US,1732483155
454,ridgecrest,35.6225,-117.6709,290.56,25,0,3.58,US,1732483156
455,tanjung selor,2.8372,117.3642,296.55,98,98,0.69,ID,1732483157
456,dzhalil',55.0239,52.7358,272.46,70,13,3.76,RU,1732483158
457,al hazm,16.1641,44.7769,294.53,32,3,0.84,YE,1732483159
458,sao gabriel da cachoeira,-0.1303,-67.0892,303.48,63,99,0.44,BR,1732483160
459,binji,13.2228,4.9096,297.6,18,4,4.62,NG,1732483161
460,guercif,34.2257,-3.3536,293.21,34,80,2.11,MA,1732482986
461,la rinconada,37.4873,-5.9826,290.85,73,0,1.03,ES,1732482927
462,sawai madhopur,25.9833,76.3667,290.31,44,6,1.13,IN,1732483165
463,rio novo do sul,-20.8625,-40.9364,290.76,88,19,1.78,BR,1732483166
464,greymouth,-42.4667,171.2,285.37,83,100,1.35,NZ,1732483288
465,saudarkrokur,65.7461,-19.6394,269.76,67,79,5.63,IS,1732483290
466,hotan,37.0997,79.9269,276.77,37,100,0.54,CN,1732483291
467,acajutla,13.5928,-89.8275,300.64,55,3,1.98,SV,1732483292
468,isoka,-10.1606,32.6335,292.41,81,64,2.64,ZM,1732483294
469,aripuana,-9.1667,-60.6333,301.85,71,86,1.97,BR,1732483295
470,necochea,-38.5473,-58.7368,290.17,97,100,8.15,AR,1732483296
471,nadi,-17.8,177.4167,300.15,78,75,4.12,FJ,1732483171
472,srivardhan,18.0333,73.0167,295.66,63,97,2.23,IN,1732483298
473,qiongshan,20.0058,110.3542,295.14,100,75,6.0,CN,1732483300
474,norrtalje,59.758,18.705,278.72,95,100,7.86,SE,1732483301
475,barra dos coqueiros,-10.9089,-37.0386,301.16,78,40,4.12,BR,1732483070
476,bonham,33.5773,-96.1783,296.59,63,0,7.72,US,1732483155
477,mlawa,53.1128,20.3841,275.42,97,100,4.89,PL,1732483305
478,roma,43.2128,-75.4557,276.41,93,100,4.12,US,1732483306
479,kuala tungkal,-0.8167,103.4667,298.12,93,100,1.29,ID,1732483090
480,angaur state,6.906,134.13,301.76,80,100,8.87,PW,1732483309
481,shalqar,47.8333,59.6,273.72,55,0,6.44,KZ,1732483310
482,gwanda,-20.9333,29.0,293.23,78,100,0.46,ZW,1732483311
483,bilmak,47.3624,36.6511,271.44,75,100,7.49,UA,1732483312
484,mil'kovo,55.6078,37.7956,271.88,95,9,2.02,RU,1732483313
485,gizo,-8.103,156.8419,301.77,71,86,2.43,SB,1732483314
486,cannonvale,-20.2833,148.7,298.81,68,0,5.26,AU,1732483316
487,bambanglipuro,-7.95,110.2833,297.62,91,100,1.03,ID,1732483317
488,l'alcora,40.0667,-0.2,287.16,88,66,1.71,ES,1732483318
489,mogadishu,2.0371,45.3438,299.97,79,91,5.65,SO,1732483319
490,rongelap,11.1635,166.8941,301.42,80,17,9.4,MH,1732483320
491,keetmanshoop,-26.5833,18.1333,300.66,17,12,7.2,NA,1732483321
492,kuala terengganu,5.3302,103.1408,298.12,100,40,1.03,MY,1732483177
493,shitanjing,39.2342,106.3439,266.89,34,0,12.22,CN,1732483116
494,cafayate,-26.073,-65.9761,299.41,58,38,6.33,AR,1732483110
495,al hasakah,36.5024,40.7477,283.8,58,100,6.58,SY,1732483326
496,chaohu,31.6,117.8667,285.32,91,100,1.35,CN,1732483327
497,eastham,41.8301,-69.9739,281.65,57,0,5.14,US,1732483328
498,faulquemont,49.0471,6.6031,286.15,68,100,11.29,FR,1732483329
499,north battleford,52.7834,-108.2847,261.2,79,100,4.63,CA,1732483330
500,sisimiut,66.9395,-53.6735,271.52,94,100,4.92,GL,1732483333
501,ilulissat,69.2167,-51.1,273.16,80,100,5.66,GL,1732483334
502,atlantis,-33.5667,18.4834,288.37,89,96,2.0,ZA,1732483335
503,tchibanga,-2.85,11.0333,295.58,99,100,1.61,GA,1732483336
504,margate,51.3813,1.3862,289.2,68,100,1.34,GB,1732483128
505,hakui,36.8833,136.7833,279.74,75,50,2.8,JP,1732483338
506,shahrinav,38.5709,68.335,283.09,43,100,3.2,TJ,1732483339
507,laguna,38.421,-121.4238,289.0,59,20,4.63,US,1732483342
508,vieux-habitants,16.0589,-61.7659,301.24,79,67,5.41,GP,1732483343
509,mokwa,9.2833,5.05,297.23,23,33,1.11,NG,1732483344
510,mafinga,-7.25,35.0667,295.76,73,100,2.08,TZ,1732483345
511,yeppoon,-23.1333,150.7333,297.95,69,15,7.3,AU,1732483346
512,saint-denis,48.9167,2.3333,289.8,67,0,10.8,FR,1732483347
513,gazli,40.1333,63.45,282.3,53,1,4.22,UZ,1732483349
514,sosnovoborsk,56.1325,93.3589,263.72,95,100,2.26,RU,1732483350
515,kupang,-10.1667,123.5833,299.78,81,81,2.24,ID,1732483351
516,inderbor,48.55,51.7833,274.65,65,0,5.39,KZ,1732483352
517,abalak,58.1286,68.5944,271.18,74,10,4.02,RU,1732483353
518,merizo village,13.2658,144.6691,301.13,88,81,8.47,GU,1732483354
519,zemio,5.0314,25.1361,295.42,52,21,0.93,CF,1732483355
520,patacamaya,-17.2333,-67.9167,289.23,46,92,6.21,BO,1732483356
521,alesund,62.4723,6.1549,282.23,61,0,7.2,NO,1732483357
522,san antonio de pale,-1.4014,5.6325,299.32,84,80,4.7,GQ,1732483359
523,villa de soto,-30.8552,-64.9995,308.45,34,43,9.78,AR,1732483360
524,naze,28.3667,129.4833,291.66,70,99,6.89,JP,1732483361
525,urzhum,57.1141,49.9996,274.82,92,100,2.12,RU,1732483363
526,el rama,12.1596,-84.2195,300.77,73,100,2.93,NI,1732483364
527,gurupi,-11.7292,-49.0686,296.96,95,100,4.4,BR,1732483365
528,tamanrasset,22.785,5.5228,288.1,26,0,2.06,DZ,1732483367
529,bodo,67.28,14.405,275.35,72,75,11.32,NO,1732483368
530,stephenville,32.2207,-98.2023,300.13,42,0,4.63,US,1732483369
531,floresti,47.8933,28.3014,273.15,75,15,1.79,MD,1732483370
532,xilin hot,43.9667,116.0333,270.79,86,100,5.64,CN,1732483371
533,zouerate,22.7187,-12.4521,299.29,13,3,2.75,MR,1732483372
534,dezhou,37.4486,116.2925,280.44,87,100,2.6,CN,1732483373
535,ginir,7.1333,40.7,286.45,56,8,2.44,ET,1732483375
536,puerto san jose,13.9256,-90.8244,300.87,67,94,1.79,GT,1732483376
537,tucuma,-0.1833,-50.05,302.14,68,23,4.8,BR,1732483378
538,soma,39.1855,27.6094,275.62,76,5,2.66,TR,1732483379
539,beyneu,45.3167,55.2,275.71,76,0,5.6,KZ,1732483380
540,mbala,-8.8402,31.3659,289.23,94,100,0.22,ZM,1732483381
541,tsukumiura,33.0706,131.8572,282.52,72,79,3.88,JP,1732483382
542,yung shue wan,22.2333,114.1167,294.16,82,100,0.45,HK,1732483383
543,kharovsk,59.9642,40.1912,269.37,94,8,2.96,RU,1732483385
544,draguseni,45.9667,27.75,273.92,53,81,1.08,RO,1732483386
545,bonchamp-les-laval,48.0736,-0.7,290.21,63,0,10.8,FR,1732483387
546,porto novo,6.4965,2.6036,299.99,80,67,3.04,BJ,1732483088
547,soustons,43.7533,-1.3278,294.45,84,100,1.79,FR,1732483389
548,watampone,-4.5386,120.3279,297.58,92,76,0.97,ID,1732483390
549,tura,25.5198,90.2201,288.37,88,30,1.81,IN,1732483391
550,xichang,27.8964,102.2634,283.26,88,82,0.71,CN,1732483394
551,muar,2.0442,102.5689,298.62,88,100,2.51,MY,1732483395
552,kachug,53.9606,105.8817,253.95,96,82,0.27,RU,1732483397
553,borogontsy,62.6683,131.1683,250.87,99,99,0.72,RU,1732483398
554,taitung city,22.7583,121.1444,295.14,80,72,3.71,TW,1732483399
555,polyarnyy,69.1989,33.4478,270.15,84,8,6.62,RU,1732483400
556,marica,-22.9194,-42.8186,294.63,79,3,5.85,BR,1732483294
557,banff,51.1762,-115.5698,264.36,62,97,1.03,CA,1732483403
558,hirapur hamesha,21.5333,79.7667,287.01,56,94,1.93,IN,1732483404
559,kirensk,57.7853,108.1119,248.93,100,68,1.48,RU,1732483405
560,canmore,51.0834,-115.3521,264.86,62,100,1.03,CA,1732483240
561,andorra,42.5,1.5,282.71,98,100,1.89,AD,1732483407
562,sitka,57.0531,-135.33,276.09,41,40,0.0,US,1732483408
563,fish town,5.1964,-7.8756,296.63,94,61,1.38,LR,1732483410
564,gaspe,48.8334,-64.4819,275.27,93,100,3.09,CA,1732483231
565,lake city,30.1897,-82.6393,294.18,30,0,0.0,US,1732483413
566,dickson,36.077,-87.3878,291.76,37,0,6.69,US,1732482975
567,sinjai,-5.1241,120.253,297.95,83,67,1.46,ID,1732483415
568,wafangdian,39.6183,122.0081,278.3,86,100,2.15,CN,1732483416
569,tingi,-11.3,35.0333,293.18,76,77,1.89,TZ,1732483417
570,olinda,-8.0089,-34.8553,301.0,74,40,4.63,BR,1732483418
571,sao paulo de olivenca,-3.3783,-68.8725,301.84,79,100,1.57,BR,1732483419
572,magong,23.5654,119.5863,295.27,85,87,11.68,TW,1732483421
573,page,36.9147,-111.4558,287.45,38,0,5.66,US,1732483423
574,cao bang,22.6667,106.25,291.54,92,90,0.52,VN,1732483424
575,menongue,-14.6585,17.691,292.44,80,37,2.07,AO,1732483425
576,darwin,-12.4611,130.8418,299.14,83,75,3.6,AU,1732483153
577,tidjikja,18.5564,-11.4271,298.92,14,0,4.64,MR,1732483427
578,ko pha ngan,9.7578,100.0291,298.55,75,100,5.42,TH,1732483430
579,ulladulla,-35.35,150.4667,293.21,80,100,1.33,AU,1732483431
580,el bauga,18.262,33.9081,294.15,22,0,5.56,SD,1732483432
581,brigantine,39.4101,-74.3646,284.83,67,0,4.12,US,1732483433
582,ceres,37.5949,-120.9577,289.95,54,0,2.57,US,1732483434
583,mtambile,-5.3833,39.7,299.55,81,73,3.03,TZ,1732483435
584,dalhart,36.0595,-102.5133,297.16,15,0,6.17,US,1732483273
585,juneau,58.3019,-134.4197,270.15,59,40,0.0,US,1732483437
586,pechora,65.1472,57.2244,271.17,83,99,6.16,RU,1732483439
587,jwaneng,-24.6004,24.7303,297.68,44,76,4.73,BW,1732483440
588,stony plain,53.5334,-114.0021,259.87,78,100,3.09,CA,1732483201
